"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",1.40075
"20",1.73408333333333
"21",1.62575
"22",1.48646428571429
"23",1.49408333333333
"24",1.50075
"25",1.44519444444444
"26",1.59896428571429
"27",1.61146428571429
"28",1.75075
"29",1.57575
"30",1.22575
"31",1.70253571428571
"32",1.58075
"33",1.51741666666667
"34",1.40408333333333
"35",1.85075
"36",1.27575
"37",1.67575
"38",1.68130555555556
