"","x"
"1250",-0.668107142857143
"1251",-0.560964285714286
"1252",-0.753821428571429
"1253",-1.06096428571429
"1254",-0.690964285714286
"1255",-0.560964285714286
"1256",-1.09667857142857
"1257",-1.02763095238095
"1258",-0.980964285714286
"1259",-1.24429761904762
"1260",-1.16096428571429
"1261",-1.18596428571429
"1262",-0.960964285714286
"1263",-1.61096428571429
"1264",-0.105357142857143
"1265",-0.198214285714286
"1266",-0.278769841269841
"1267",-0.176785714285714
"1268",-0.123214285714285
"1269",-0.219642857142857
"1270",-0.373214285714286
"1271",-0.188214285714286
"1272",-0.123214285714285
"1273",-0.391071428571429
"1274",-0.356547619047619
"1275",-0.333214285714286
"1276",-0.464880952380952
"1277",-0.423214285714286
"1278",-0.435714285714286
"1279",-0.323214285714286
"1280",-0.648214285714286
"1281",-0.075
"1282",-0.155555555555555
"1283",-0.0535714285714284
"1284",0
"1285",-0.0964285714285713
"1286",-0.25
"1287",-0.0649999999999999
"1288",0
"1289",-0.267857142857143
"1290",-0.233333333333333
"1291",-0.21
"1292",-0.341666666666667
"1293",-0.3
"1294",-0.3125
"1295",-0.2
"1296",-0.525
"1297",-0.341269841269841
"1298",-0.239285714285714
"1299",-0.185714285714285
"1300",-0.282142857142857
"1301",-0.435714285714286
"1302",-0.250714285714286
"1303",-0.185714285714285
"1304",-0.453571428571429
"1305",-0.419047619047619
"1306",-0.395714285714286
"1307",-0.527380952380952
"1308",-0.485714285714286
"1309",-0.498214285714286
"1310",-0.385714285714286
"1311",-0.710714285714286
"1312",-0.400396825396825
"1313",-0.346825396825397
"1314",-0.443253968253968
"1315",-0.596825396825397
"1316",-0.411825396825397
"1317",-0.346825396825397
"1318",-0.61468253968254
"1319",-0.58015873015873
"1320",-0.556825396825397
"1321",-0.688492063492063
"1322",-0.646825396825397
"1323",-0.659325396825397
"1324",-0.546825396825397
"1325",-0.871825396825397
"1326",-0.142857142857143
"1327",-0.239285714285714
"1328",-0.392857142857143
"1329",-0.207857142857143
"1330",-0.142857142857143
"1331",-0.410714285714286
"1332",-0.376190476190476
"1333",-0.352857142857143
"1334",-0.48452380952381
"1335",-0.442857142857143
"1336",-0.455357142857143
"1337",-0.342857142857143
"1338",-0.667857142857143
"1339",-0.132142857142857
"1340",-0.285714285714286
"1341",-0.100714285714286
"1342",-0.0357142857142856
"1343",-0.303571428571428
"1344",-0.269047619047619
"1345",-0.245714285714286
"1346",-0.377380952380952
"1347",-0.335714285714286
"1348",-0.348214285714286
"1349",-0.235714285714286
"1350",-0.560714285714285
"1351",-0.478571428571429
"1352",-0.293571428571429
"1353",-0.228571428571428
"1354",-0.496428571428571
"1355",-0.461904761904762
"1356",-0.438571428571429
"1357",-0.570238095238095
"1358",-0.528571428571428
"1359",-0.541071428571429
"1360",-0.428571428571428
"1361",-0.753571428571429
"1362",-0.600714285714286
"1363",-0.535714285714286
"1364",-0.803571428571429
"1365",-0.769047619047619
"1366",-0.745714285714286
"1367",-0.877380952380952
"1368",-0.835714285714286
"1369",-0.848214285714286
"1370",-0.735714285714286
"1371",-1.06071428571429
"1372",-0.165714285714285
"1373",-0.433571428571428
"1374",-0.399047619047619
"1375",-0.375714285714286
"1376",-0.507380952380952
"1377",-0.465714285714286
"1378",-0.478214285714286
"1379",-0.365714285714286
"1380",-0.690714285714286
"1381",-0.303571428571428
"1382",-0.269047619047619
"1383",-0.245714285714286
"1384",-0.377380952380952
"1385",-0.335714285714286
"1386",-0.348214285714286
"1387",-0.235714285714286
"1388",-0.560714285714285
"1389",-0.804761904761905
"1390",-0.781428571428571
"1391",-0.913095238095238
"1392",-0.871428571428571
"1393",-0.883928571428572
"1394",-0.771428571428571
"1395",-1.09642857142857
"1396",-0.712380952380952
"1397",-0.844047619047619
"1398",-0.802380952380952
"1399",-0.814880952380952
"1400",-0.702380952380952
"1401",-1.02738095238095
"1402",-0.797380952380952
"1403",-0.755714285714286
"1404",-0.768214285714286
"1405",-0.655714285714286
"1406",-0.980714285714286
"1407",-1.01904761904762
"1408",-1.03154761904762
"1409",-0.919047619047619
"1410",-1.24404761904762
"1411",-0.948214285714286
"1412",-0.835714285714286
"1413",-1.16071428571429
"1414",-0.860714285714286
"1415",-1.18571428571429
"1416",-0.960714285714286
"1417",-0.805805555555556
"1418",-1.00025
"1419",-0.52525
"1420",-0.75025
"1421",-0.80025
"1422",-0.835964285714286
"1423",-1.22525
"1424",-0.70025
"1425",-1.05025
"1426",-1.36453571428571
"1427",-1.31691666666667
"1428",-1.10025
"1429",-1.30025
"1430",-1.57525
"1431",-1.62167857142857
"1432",-1.58358333333333
"1433",-1.75025
"1434",-0.430555555555556
"1435",-0.193055555555556
"1436",-0.305555555555556
"1437",-0.330555555555556
"1438",-0.348412698412699
"1439",-0.543055555555556
"1440",-0.280555555555556
"1441",-0.455555555555556
"1442",-0.612698412698413
"1443",-0.588888888888889
"1444",-0.480555555555556
"1445",-0.580555555555556
"1446",-0.718055555555556
"1447",-0.741269841269842
"1448",-0.722222222222223
"1449",-0.805555555555556
"1450",-0.3875
"1451",-0.5
"1452",-0.525
"1453",-0.542857142857143
"1454",-0.7375
"1455",-0.475
"1456",-0.65
"1457",-0.807142857142858
"1458",-0.783333333333334
"1459",-0.675
"1460",-0.775
"1461",-0.9125
"1462",-0.935714285714286
"1463",-0.916666666666667
"1464",-1
"1465",-0.0250000000000001
"1466",-0.0500000000000003
"1467",-0.0678571428571431
"1468",-0.2625
"1469",0
"1470",-0.175
"1471",-0.332142857142857
"1472",-0.308333333333334
"1473",-0.2
"1474",-0.3
"1475",-0.4375
"1476",-0.460714285714286
"1477",-0.441666666666667
"1478",-0.525
"1479",-0.275
"1480",-0.292857142857143
"1481",-0.4875
"1482",-0.225
"1483",-0.4
"1484",-0.557142857142857
"1485",-0.533333333333334
"1486",-0.425
"1487",-0.525
"1488",-0.6625
"1489",-0.685714285714286
"1490",-0.666666666666667
"1491",-0.75
"1492",-0.342857142857143
"1493",-0.5375
"1494",-0.275
"1495",-0.45
"1496",-0.607142857142857
"1497",-0.583333333333334
"1498",-0.475
"1499",-0.575
"1500",-0.7125
"1501",-0.735714285714286
"1502",-0.716666666666667
"1503",-0.8
"1504",-0.573214285714286
"1505",-0.310714285714286
"1506",-0.485714285714286
"1507",-0.642857142857143
"1508",-0.61904761904762
"1509",-0.510714285714286
"1510",-0.610714285714286
"1511",-0.748214285714286
"1512",-0.771428571428572
"1513",-0.752380952380953
"1514",-0.835714285714286
"1515",-0.7
"1516",-0.875
"1517",-1.03214285714286
"1518",-1.00833333333333
"1519",-0.9
"1520",-1
"1521",-1.1375
"1522",-1.16071428571429
"1523",-1.14166666666667
"1524",-1.225
"1525",-0.35
"1526",-0.507142857142857
"1527",-0.483333333333334
"1528",-0.375
"1529",-0.475
"1530",-0.6125
"1531",-0.635714285714286
"1532",-0.616666666666667
"1533",-0.7
"1534",-0.857142857142858
"1535",-0.833333333333334
"1536",-0.725000000000001
"1537",-0.825
"1538",-0.9625
"1539",-0.985714285714286
"1540",-0.966666666666667
"1541",-1.05
"1542",-1.14761904761905
"1543",-1.03928571428571
"1544",-1.13928571428571
"1545",-1.27678571428571
"1546",-1.3
"1547",-1.28095238095238
"1548",-1.36428571428571
"1549",-0.991666666666667
"1550",-1.09166666666667
"1551",-1.22916666666667
"1552",-1.25238095238095
"1553",-1.23333333333333
"1554",-1.31666666666667
"1555",-0.875
"1556",-1.0125
"1557",-1.03571428571429
"1558",-1.01666666666667
"1559",-1.1
"1560",-1.2125
"1561",-1.23571428571429
"1562",-1.21666666666667
"1563",-1.3
"1564",-1.51071428571429
"1565",-1.49166666666667
"1566",-1.575
"1567",-1.53809523809524
"1568",-1.62142857142857
"1569",-1.58333333333333
"1570",-0.72025
"1571",-0.686361111111111
"1572",-0.82525
"1573",-0.84025
"1574",-0.739535714285714
"1575",-1.07525
"1576",-0.95025
"1577",-0.37525
"1578",-0.82525
"1579",-0.97525
"1580",-1.09525
"1581",-1.17525
"1582",-1.37525
"1583",-1.47525
"1584",-1.51275
"1585",-1.17525
"1586",-1.45025
"1587",-1.57525
"1588",-0.275555555555556
"1589",-0.345
"1590",-0.3525
"1591",-0.302142857142857
"1592",-0.47
"1593",-0.4075
"1594",-0.12
"1595",-0.345
"1596",-0.42
"1597",-0.48
"1598",-0.52
"1599",-0.62
"1600",-0.67
"1601",-0.68875
"1602",-0.52
"1603",-0.6575
"1604",-0.72
"1605",-0.311111111111111
"1606",-0.318611111111111
"1607",-0.268253968253968
"1608",-0.436111111111111
"1609",-0.373611111111111
"1610",-0.0861111111111112
"1611",-0.311111111111111
"1612",-0.386111111111111
"1613",-0.446111111111111
"1614",-0.486111111111111
"1615",-0.586111111111111
"1616",-0.636111111111111
"1617",-0.654861111111111
"1618",-0.486111111111111
"1619",-0.623611111111111
"1620",-0.686111111111111
"1621",-0.4575
"1622",-0.407142857142857
"1623",-0.575
"1624",-0.5125
"1625",-0.225
"1626",-0.45
"1627",-0.525
"1628",-0.585
"1629",-0.625
"1630",-0.725
"1631",-0.775
"1632",-0.79375
"1633",-0.625
"1634",-0.7625
"1635",-0.825
"1636",-0.422142857142857
"1637",-0.59
"1638",-0.5275
"1639",-0.24
"1640",-0.465
"1641",-0.54
"1642",-0.6
"1643",-0.64
"1644",-0.74
"1645",-0.79
"1646",-0.80875
"1647",-0.64
"1648",-0.7775
"1649",-0.84
"1650",-0.489285714285714
"1651",-0.426785714285714
"1652",-0.139285714285714
"1653",-0.364285714285714
"1654",-0.439285714285714
"1655",-0.499285714285714
"1656",-0.539285714285714
"1657",-0.639285714285714
"1658",-0.689285714285714
"1659",-0.708035714285714
"1660",-0.539285714285714
"1661",-0.676785714285714
"1662",-0.739285714285714
"1663",-0.7625
"1664",-0.475
"1665",-0.7
"1666",-0.775
"1667",-0.835
"1668",-0.875
"1669",-0.975
"1670",-1.025
"1671",-1.04375
"1672",-0.875
"1673",-1.0125
"1674",-1.075
"1675",-0.35
"1676",-0.575
"1677",-0.65
"1678",-0.71
"1679",-0.75
"1680",-0.85
"1681",-0.9
"1682",-0.91875
"1683",-0.75
"1684",-0.8875
"1685",-0.95
"1686",0
"1687",-0.0750000000000002
"1688",-0.135
"1689",-0.175
"1690",-0.275
"1691",-0.325
"1692",-0.34375
"1693",-0.175
"1694",-0.3125
"1695",-0.375
"1696",-0.525
"1697",-0.585
"1698",-0.625
"1699",-0.725
"1700",-0.775
"1701",-0.79375
"1702",-0.625
"1703",-0.7625
"1704",-0.825
"1705",-0.735
"1706",-0.775
"1707",-0.875
"1708",-0.925
"1709",-0.94375
"1710",-0.775
"1711",-0.9125
"1712",-0.975
"1713",-0.895
"1714",-0.995
"1715",-1.045
"1716",-1.06375
"1717",-0.895
"1718",-1.0325
"1719",-1.095
"1720",-1.075
"1721",-1.125
"1722",-1.14375
"1723",-0.975
"1724",-1.1125
"1725",-1.175
"1726",-1.325
"1727",-1.34375
"1728",-1.175
"1729",-1.3125
"1730",-1.375
"1731",-1.44375
"1732",-1.275
"1733",-1.4125
"1734",-1.475
"1735",-1.3125
"1736",-1.45
"1737",-1.5125
"1738",-1.1125
"1739",-1.175
"1740",-1.45
"1741",-0.62525
"1742",-0.67525
"1743",-0.70025
"1744",-0.646678571428572
"1745",-0.803027777777778
"1746",-0.43775
"1747",-0.939535714285714
"1748",-0.40025
"1749",-0.691916666666667
"1750",-0.42525
"1751",-0.52525
"1752",-0.72525
"1753",-1.14525
"1754",-0.42525
"1755",-1.07525
"1756",-1.12525
"1757",-1.20025
"1758",-1.22525
"1759",-0.35
"1760",-0.3625
"1761",-0.335714285714286
"1762",-0.413888888888889
"1763",-0.23125
"1764",-0.482142857142857
"1765",-0.2125
"1766",-0.358333333333333
"1767",-0.225
"1768",-0.275
"1769",-0.375
"1770",-0.585
"1771",-0.225
"1772",-0.55
"1773",-0.575
"1774",-0.6125
"1775",-0.625
"1776",-0.4125
"1777",-0.385714285714286
"1778",-0.463888888888889
"1779",-0.28125
"1780",-0.532142857142857
"1781",-0.2625
"1782",-0.408333333333333
"1783",-0.275
"1784",-0.325
"1785",-0.425
"1786",-0.635
"1787",-0.275
"1788",-0.6
"1789",-0.625
"1790",-0.6625
"1791",-0.675
"1792",-0.410714285714286
"1793",-0.488888888888889
"1794",-0.30625
"1795",-0.557142857142857
"1796",-0.2875
"1797",-0.433333333333334
"1798",-0.3
"1799",-0.35
"1800",-0.45
"1801",-0.66
"1802",-0.3
"1803",-0.625
"1804",-0.65
"1805",-0.6875
"1806",-0.7
"1807",-0.43531746031746
"1808",-0.252678571428572
"1809",-0.503571428571429
"1810",-0.233928571428571
"1811",-0.379761904761905
"1812",-0.246428571428571
"1813",-0.296428571428571
"1814",-0.396428571428572
"1815",-0.606428571428572
"1816",-0.246428571428571
"1817",-0.571428571428572
"1818",-0.596428571428572
"1819",-0.633928571428572
"1820",-0.646428571428572
"1821",-0.409027777777778
"1822",-0.659920634920635
"1823",-0.390277777777778
"1824",-0.536111111111111
"1825",-0.402777777777778
"1826",-0.452777777777778
"1827",-0.552777777777778
"1828",-0.762777777777778
"1829",-0.402777777777778
"1830",-0.727777777777778
"1831",-0.752777777777778
"1832",-0.790277777777778
"1833",-0.802777777777778
"1834",-0.294642857142857
"1835",-0.0249999999999999
"1836",-0.170833333333333
"1837",-0.0375000000000001
"1838",-0.0875000000000001
"1839",-0.1875
"1840",-0.3975
"1841",-0.0375000000000001
"1842",-0.3625
"1843",-0.3875
"1844",-0.425
"1845",-0.4375
"1846",-0.526785714285714
"1847",-0.672619047619048
"1848",-0.539285714285714
"1849",-0.589285714285714
"1850",-0.689285714285714
"1851",-0.899285714285714
"1852",-0.539285714285714
"1853",-0.864285714285714
"1854",-0.889285714285714
"1855",-0.926785714285714
"1856",-0.939285714285715
"1857",-0.133333333333333
"1858",0
"1859",-0.05
"1860",-0.15
"1861",-0.36
"1862",0
"1863",-0.325
"1864",-0.35
"1865",-0.3875
"1866",-0.4
"1867",-0.291666666666667
"1868",-0.341666666666667
"1869",-0.441666666666667
"1870",-0.651666666666667
"1871",-0.291666666666667
"1872",-0.616666666666667
"1873",-0.641666666666667
"1874",-0.679166666666667
"1875",-0.691666666666667
"1876",-0.075
"1877",-0.175
"1878",-0.385
"1879",-0.0249999999999999
"1880",-0.35
"1881",-0.375
"1882",-0.4125
"1883",-0.425
"1884",-0.275
"1885",-0.485
"1886",-0.125
"1887",-0.45
"1888",-0.475
"1889",-0.5125
"1890",-0.525
"1891",-0.685
"1892",-0.325
"1893",-0.65
"1894",-0.675
"1895",-0.7125
"1896",-0.725
"1897",-0.745
"1898",-1.07
"1899",-1.095
"1900",-1.1325
"1901",-1.145
"1902",-0.35
"1903",-0.375
"1904",-0.4125
"1905",-0.425
"1906",-1.025
"1907",-1.0625
"1908",-1.075
"1909",-1.1125
"1910",-1.125
"1911",-1.2
"1912",-0.48775
"1913",-0.852035714285714
"1914",-1.24703571428571
"1915",-1.07346428571429
"1916",-0.727035714285714
"1917",-1.15203571428571
"1918",-0.902035714285714
"1919",-0.952035714285714
"1920",-1.40203571428571
"1921",-1.44203571428571
"1922",-1.12703571428571
"1923",-0.852035714285714
"1924",-1.00203571428571
"1925",-1.00203571428571
"1926",-1.61632142857143
"1927",-1.25203571428571
"1928",-1.45203571428571
"1929",-1.70203571428571
"1930",-0.0625
"1931",-0.26
"1932",-0.173214285714286
"1933",0
"1934",-0.2125
"1935",-0.0875000000000001
"1936",-0.1125
"1937",-0.3375
"1938",-0.3575
"1939",-0.2
"1940",-0.0625
"1941",-0.1375
"1942",-0.1375
"1943",-0.444642857142857
"1944",-0.2625
"1945",-0.3625
"1946",-0.4875
"1947",-0.624285714285714
"1948",-0.5375
"1949",-0.364285714285714
"1950",-0.576785714285714
"1951",-0.451785714285714
"1952",-0.476785714285714
"1953",-0.701785714285714
"1954",-0.721785714285714
"1955",-0.564285714285714
"1956",-0.426785714285714
"1957",-0.501785714285714
"1958",-0.501785714285714
"1959",-0.808928571428571
"1960",-0.626785714285714
"1961",-0.726785714285714
"1962",-0.851785714285714
"1963",-0.9325
"1964",-0.759285714285714
"1965",-0.971785714285714
"1966",-0.846785714285714
"1967",-0.871785714285714
"1968",-1.09678571428571
"1969",-1.11678571428571
"1970",-0.959285714285715
"1971",-0.821785714285714
"1972",-0.896785714285715
"1973",-0.896785714285715
"1974",-1.20392857142857
"1975",-1.02178571428571
"1976",-1.12178571428571
"1977",-1.24678571428571
"1978",-0.585714285714286
"1979",-0.798214285714286
"1980",-0.673214285714286
"1981",-0.698214285714286
"1982",-0.923214285714286
"1983",-0.943214285714286
"1984",-0.785714285714286
"1985",-0.648214285714286
"1986",-0.723214285714286
"1987",-0.723214285714286
"1988",-1.03035714285714
"1989",-0.848214285714286
"1990",-0.948214285714286
"1991",-1.07321428571429
"1992",-0.451785714285714
"1993",-0.326785714285714
"1994",-0.351785714285714
"1995",-0.576785714285714
"1996",-0.596785714285714
"1997",-0.439285714285714
"1998",-0.301785714285714
"1999",-0.376785714285714
"2000",-0.376785714285714
"2001",-0.683928571428571
"2002",-0.501785714285714
"2003",-0.601785714285714
"2004",-0.726785714285714
"2005",-0.751785714285715
"2006",-0.776785714285714
"2007",-1.00178571428571
"2008",-1.02178571428571
"2009",-0.864285714285715
"2010",-0.726785714285714
"2011",-0.801785714285715
"2012",-0.801785714285715
"2013",-1.10892857142857
"2014",-0.926785714285715
"2015",-1.02678571428571
"2016",-1.15178571428571
"2017",-0.526785714285714
"2018",-0.751785714285714
"2019",-0.771785714285714
"2020",-0.614285714285714
"2021",-0.476785714285714
"2022",-0.551785714285714
"2023",-0.551785714285714
"2024",-0.858928571428571
"2025",-0.676785714285714
"2026",-0.776785714285714
"2027",-0.901785714285714
"2028",-0.801785714285714
"2029",-0.821785714285714
"2030",-0.664285714285714
"2031",-0.526785714285714
"2032",-0.601785714285714
"2033",-0.601785714285714
"2034",-0.908928571428572
"2035",-0.726785714285714
"2036",-0.826785714285714
"2037",-0.951785714285714
"2038",-1.27178571428571
"2039",-1.11428571428571
"2040",-0.976785714285714
"2041",-1.05178571428571
"2042",-1.05178571428571
"2043",-1.35892857142857
"2044",-1.17678571428571
"2045",-1.27678571428571
"2046",-1.40178571428571
"2047",-1.15428571428571
"2048",-1.01678571428571
"2049",-1.09178571428571
"2050",-1.09178571428571
"2051",-1.39892857142857
"2052",-1.21678571428571
"2053",-1.31678571428571
"2054",-1.44178571428571
"2055",-0.701785714285714
"2056",-0.776785714285714
"2057",-0.776785714285714
"2058",-1.08392857142857
"2059",-0.901785714285714
"2060",-1.00178571428571
"2061",-1.12678571428571
"2062",-0.501785714285714
"2063",-0.501785714285714
"2064",-0.808928571428571
"2065",-0.626785714285714
"2066",-0.726785714285714
"2067",-0.851785714285714
"2068",-0.651785714285714
"2069",-0.958928571428572
"2070",-0.776785714285714
"2071",-0.876785714285715
"2072",-1.00178571428571
"2073",-0.958928571428572
"2074",-0.776785714285714
"2075",-0.876785714285715
"2076",-1.00178571428571
"2077",-1.39107142857143
"2078",-1.49107142857143
"2079",-1.61607142857143
"2080",-1.12678571428571
"2081",-1.25178571428571
"2082",-1.45178571428571
"2083",-0.646916666666667
"2084",-0.551678571428571
"2085",-0.941361111111111
"2086",-0.48025
"2087",-1.08025
"2088",-0.62025
"2089",-1.05525
"2090",-1.03025
"2091",-0.73025
"2092",-0.98025
"2093",-1.08025
"2094",-0.95525
"2095",-0.68025
"2096",-1.48580555555556
"2097",-1.13025
"2098",-1.53025
"2099",-1.58025
"2100",-0.132380952380952
"2101",-0.327222222222222
"2102",-0.0966666666666667
"2103",-0.396666666666667
"2104",-0.166666666666667
"2105",-0.384166666666667
"2106",-0.371666666666667
"2107",-0.221666666666666
"2108",-0.346666666666667
"2109",-0.396666666666667
"2110",-0.334166666666667
"2111",-0.196666666666667
"2112",-0.599444444444444
"2113",-0.421666666666667
"2114",-0.621666666666667
"2115",-0.646666666666667
"2116",-0.231984126984127
"2117",-0.00142857142857133
"2118",-0.301428571428571
"2119",-0.0714285714285712
"2120",-0.288928571428571
"2121",-0.276428571428571
"2122",-0.126428571428571
"2123",-0.251428571428571
"2124",-0.301428571428571
"2125",-0.238928571428571
"2126",-0.101428571428571
"2127",-0.504206349206349
"2128",-0.326428571428571
"2129",-0.526428571428571
"2130",-0.551428571428571
"2131",-0.391111111111111
"2132",-0.691111111111111
"2133",-0.461111111111111
"2134",-0.678611111111111
"2135",-0.666111111111111
"2136",-0.516111111111111
"2137",-0.641111111111111
"2138",-0.691111111111111
"2139",-0.628611111111111
"2140",-0.491111111111111
"2141",-0.893888888888889
"2142",-0.716111111111111
"2143",-0.916111111111111
"2144",-0.941111111111111
"2145",-0.23
"2146",0
"2147",-0.2175
"2148",-0.205
"2149",-0.0549999999999999
"2150",-0.18
"2151",-0.23
"2152",-0.1675
"2153",-0.03
"2154",-0.432777777777778
"2155",-0.255
"2156",-0.455
"2157",-0.48
"2158",-0.6
"2159",-0.8175
"2160",-0.805
"2161",-0.655
"2162",-0.78
"2163",-0.83
"2164",-0.7675
"2165",-0.63
"2166",-1.03277777777778
"2167",-0.855
"2168",-1.055
"2169",-1.08
"2170",-0.3575
"2171",-0.345
"2172",-0.195
"2173",-0.32
"2174",-0.37
"2175",-0.3075
"2176",-0.17
"2177",-0.572777777777778
"2178",-0.395
"2179",-0.595
"2180",-0.62
"2181",-0.78
"2182",-0.63
"2183",-0.755
"2184",-0.805
"2185",-0.7425
"2186",-0.605
"2187",-1.00777777777778
"2188",-0.83
"2189",-1.03
"2190",-1.055
"2191",-0.605
"2192",-0.73
"2193",-0.78
"2194",-0.7175
"2195",-0.58
"2196",-0.982777777777778
"2197",-0.805
"2198",-1.005
"2199",-1.03
"2200",-0.43
"2201",-0.48
"2202",-0.4175
"2203",-0.28
"2204",-0.682777777777778
"2205",-0.505
"2206",-0.705
"2207",-0.73
"2208",-0.73
"2209",-0.6675
"2210",-0.53
"2211",-0.932777777777778
"2212",-0.755
"2213",-0.955
"2214",-0.98
"2215",-0.7675
"2216",-0.63
"2217",-1.03277777777778
"2218",-0.855
"2219",-1.055
"2220",-1.08
"2221",-0.505
"2222",-0.907777777777778
"2223",-0.73
"2224",-0.93
"2225",-0.955
"2226",-0.632777777777778
"2227",-0.455
"2228",-0.655
"2229",-0.68
"2230",-1.26055555555556
"2231",-1.46055555555556
"2232",-1.48555555555556
"2233",-1.105
"2234",-1.13
"2235",-1.53
"2236",-0.466916666666667
"2237",-0.641916666666667
"2238",-0.702630952380953
"2239",-0.583583333333334
"2240",-0.829416666666667
"2241",-1.03691666666667
"2242",-1.11691666666667
"2243",-0.954416666666667
"2244",-1.28358333333333
"2245",-1.25977380952381
"2246",-1.36691666666667
"2247",-1.30025
"2248",-1.01691666666667
"2249",-1.31691666666667
"2250",-1.49191666666667
"2251",-1.51691666666667
"2252",-0.0291666666666668
"2253",-0.0595238095238098
"2254",0
"2255",-0.122916666666667
"2256",-0.226666666666667
"2257",-0.266666666666667
"2258",-0.185416666666667
"2259",-0.35
"2260",-0.338095238095238
"2261",-0.391666666666667
"2262",-0.358333333333334
"2263",-0.216666666666667
"2264",-0.366666666666667
"2265",-0.454166666666667
"2266",-0.466666666666667
"2267",-0.23452380952381
"2268",-0.175
"2269",-0.297916666666667
"2270",-0.401666666666667
"2271",-0.441666666666667
"2272",-0.360416666666667
"2273",-0.525
"2274",-0.513095238095238
"2275",-0.566666666666667
"2276",-0.533333333333334
"2277",-0.391666666666667
"2278",-0.541666666666667
"2279",-0.629166666666667
"2280",-0.641666666666667
"2281",-0.235714285714286
"2282",-0.358630952380953
"2283",-0.462380952380953
"2284",-0.502380952380953
"2285",-0.421130952380953
"2286",-0.585714285714286
"2287",-0.573809523809524
"2288",-0.627380952380953
"2289",-0.594047619047619
"2290",-0.452380952380953
"2291",-0.602380952380953
"2292",-0.689880952380953
"2293",-0.702380952380953
"2294",-0.239583333333333
"2295",-0.343333333333333
"2296",-0.383333333333334
"2297",-0.302083333333333
"2298",-0.466666666666667
"2299",-0.454761904761905
"2300",-0.508333333333334
"2301",-0.475
"2302",-0.333333333333333
"2303",-0.483333333333334
"2304",-0.570833333333334
"2305",-0.583333333333334
"2306",-0.589166666666667
"2307",-0.629166666666667
"2308",-0.547916666666667
"2309",-0.7125
"2310",-0.700595238095238
"2311",-0.754166666666667
"2312",-0.720833333333334
"2313",-0.579166666666667
"2314",-0.729166666666667
"2315",-0.816666666666667
"2316",-0.829166666666667
"2317",-0.836666666666667
"2318",-0.755416666666667
"2319",-0.92
"2320",-0.908095238095239
"2321",-0.961666666666667
"2322",-0.928333333333334
"2323",-0.786666666666667
"2324",-0.936666666666667
"2325",-1.02416666666667
"2326",-1.03666666666667
"2327",-0.835416666666667
"2328",-1
"2329",-0.988095238095238
"2330",-1.04166666666667
"2331",-1.00833333333333
"2332",-0.866666666666667
"2333",-1.01666666666667
"2334",-1.10416666666667
"2335",-1.11666666666667
"2336",-0.8375
"2337",-0.825595238095238
"2338",-0.879166666666667
"2339",-0.845833333333334
"2340",-0.704166666666667
"2341",-0.854166666666667
"2342",-0.941666666666667
"2343",-0.954166666666667
"2344",-1.15476190476191
"2345",-1.20833333333333
"2346",-1.175
"2347",-1.03333333333333
"2348",-1.18333333333333
"2349",-1.27083333333333
"2350",-1.28333333333333
"2351",-1.18452380952381
"2352",-1.15119047619048
"2353",-1.00952380952381
"2354",-1.15952380952381
"2355",-1.24702380952381
"2356",-1.25952380952381
"2357",-1.25833333333333
"2358",-1.11666666666667
"2359",-1.26666666666667
"2360",-1.35416666666667
"2361",-1.36666666666667
"2362",-1.05
"2363",-1.2
"2364",-1.2875
"2365",-1.3
"2366",-0.916666666666667
"2367",-1.00416666666667
"2368",-1.01666666666667
"2369",-1.30416666666667
"2370",-1.31666666666667
"2371",-1.49166666666667
"2372",-0.458583333333333
"2373",-0.57025
"2374",-0.683583333333333
"2375",-0.541083333333333
"2376",-0.486916666666667
"2377",-0.903583333333333
"2378",-0.983583333333333
"2379",-0.803583333333333
"2380",-0.503583333333333
"2381",-1.08483333333333
"2382",-0.97025
"2383",-0.953583333333333
"2384",-0.803583333333333
"2385",-1.25358333333333
"2386",-1.32025
"2387",-1.38358333333333
"2388",-1.39108333333333
"2389",-1.40358333333333
"2390",-0.0416666666666665
"2391",-0.0983333333333334
"2392",-0.0270833333333333
"2393",0
"2394",-0.208333333333333
"2395",-0.248333333333333
"2396",-0.158333333333333
"2397",-0.0083333333333333
"2398",-0.298958333333333
"2399",-0.241666666666667
"2400",-0.233333333333333
"2401",-0.158333333333333
"2402",-0.383333333333333
"2403",-0.416666666666667
"2404",-0.448333333333333
"2405",-0.452083333333333
"2406",-0.458333333333333
"2407",-0.21
"2408",-0.13875
"2409",-0.111666666666666
"2410",-0.32
"2411",-0.36
"2412",-0.27
"2413",-0.12
"2414",-0.410625
"2415",-0.353333333333333
"2416",-0.345
"2417",-0.27
"2418",-0.495
"2419",-0.528333333333333
"2420",-0.56
"2421",-0.56375
"2422",-0.57
"2423",-0.252083333333333
"2424",-0.225
"2425",-0.433333333333333
"2426",-0.473333333333333
"2427",-0.383333333333333
"2428",-0.233333333333333
"2429",-0.523958333333333
"2430",-0.466666666666667
"2431",-0.458333333333333
"2432",-0.383333333333333
"2433",-0.608333333333333
"2434",-0.641666666666667
"2435",-0.673333333333333
"2436",-0.677083333333333
"2437",-0.683333333333333
"2438",-0.0825
"2439",-0.290833333333333
"2440",-0.330833333333333
"2441",-0.240833333333333
"2442",-0.0908333333333333
"2443",-0.381458333333333
"2444",-0.324166666666667
"2445",-0.315833333333333
"2446",-0.240833333333333
"2447",-0.465833333333333
"2448",-0.499166666666667
"2449",-0.530833333333333
"2450",-0.534583333333333
"2451",-0.540833333333333
"2452",-0.236666666666667
