"","x"
"2453",-0.276666666666667
"2454",-0.186666666666667
"2455",-0.0366666666666666
"2456",-0.327291666666667
"2457",-0.27
"2458",-0.261666666666667
"2459",-0.186666666666667
"2460",-0.411666666666667
"2461",-0.445
"2462",-0.476666666666667
"2463",-0.480416666666667
"2464",-0.486666666666667
"2465",-0.693333333333333
"2466",-0.603333333333333
"2467",-0.453333333333333
"2468",-0.743958333333333
"2469",-0.686666666666667
"2470",-0.678333333333333
"2471",-0.603333333333333
"2472",-0.828333333333333
"2473",-0.861666666666667
"2474",-0.893333333333333
"2475",-0.897083333333333
"2476",-0.903333333333333
"2477",-0.683333333333333
"2478",-0.533333333333333
"2479",-0.823958333333333
"2480",-0.766666666666667
"2481",-0.758333333333333
"2482",-0.683333333333333
"2483",-0.908333333333333
"2484",-0.941666666666667
"2485",-0.973333333333333
"2486",-0.977083333333333
"2487",-0.983333333333333
"2488",-0.353333333333333
"2489",-0.643958333333333
"2490",-0.586666666666667
"2491",-0.578333333333333
"2492",-0.503333333333333
"2493",-0.728333333333333
"2494",-0.761666666666667
"2495",-0.793333333333333
"2496",-0.797083333333333
"2497",-0.803333333333333
"2498",-0.343958333333333
"2499",-0.286666666666667
"2500",-0.278333333333333
"2501",-0.203333333333333
"2502",-0.428333333333333
"2503",-0.461666666666667
"2504",-0.493333333333333
"2505",-0.497083333333333
"2506",-0.503333333333333
"2507",-0.867916666666667
"2508",-0.859583333333333
"2509",-0.784583333333333
"2510",-1.00958333333333
"2511",-1.04291666666667
"2512",-1.07458333333333
"2513",-1.07833333333333
"2514",-1.08458333333333
"2515",-0.745
"2516",-0.67
"2517",-0.895
"2518",-0.928333333333333
"2519",-0.96
"2520",-0.96375
"2521",-0.97
"2522",-0.653333333333333
"2523",-0.878333333333333
"2524",-0.911666666666667
"2525",-0.943333333333333
"2526",-0.947083333333333
"2527",-0.953333333333333
"2528",-0.728333333333333
"2529",-0.761666666666667
"2530",-0.793333333333333
"2531",-0.797083333333333
"2532",-0.803333333333333
"2533",-1.21166666666667
"2534",-1.24333333333333
"2535",-1.24708333333333
"2536",-1.25333333333333
"2537",-1.31
"2538",-1.31375
"2539",-1.32
"2540",-1.37708333333333
"2541",-1.38333333333333
"2542",-1.39083333333333
"2543",-0.60025
"2544",-0.894
"2545",-1.01691666666667
"2546",-1.17525
"2547",-1.15025
"2548",-1.22525
"2549",-1.22025
"2550",-1.05025
"2551",-0.65025
"2552",-1.27525
"2553",-0.75025
"2554",-1.47525
"2555",-1.75025
"2556",-1.72525
"2557",-1.65025
"2558",-1.82525
"2559",-1.85025
"2560",-0.121875
"2561",-0.183333333333333
"2562",-0.2625
"2563",-0.25
"2564",-0.2875
"2565",-0.285
"2566",-0.2
"2567",0
"2568",-0.3125
"2569",-0.0499999999999998
"2570",-0.4125
"2571",-0.55
"2572",-0.5375
"2573",-0.5
"2574",-0.5875
"2575",-0.6
"2576",-0.477083333333333
"2577",-0.55625
"2578",-0.54375
"2579",-0.58125
"2580",-0.57875
"2581",-0.49375
"2582",-0.29375
"2583",-0.60625
"2584",-0.34375
"2585",-0.70625
"2586",-0.84375
"2587",-0.83125
"2588",-0.79375
"2589",-0.88125
"2590",-0.89375
"2591",-0.679166666666667
"2592",-0.666666666666667
"2593",-0.704166666666667
"2594",-0.701666666666667
"2595",-0.616666666666666
"2596",-0.416666666666667
"2597",-0.729166666666667
"2598",-0.466666666666667
"2599",-0.829166666666667
"2600",-0.966666666666667
"2601",-0.954166666666667
"2602",-0.916666666666667
"2603",-1.00416666666667
"2604",-1.01666666666667
"2605",-0.825
"2606",-0.8625
"2607",-0.86
"2608",-0.775
"2609",-0.575
"2610",-0.8875
"2611",-0.625
"2612",-0.9875
"2613",-1.125
"2614",-1.1125
"2615",-1.075
"2616",-1.1625
"2617",-1.175
"2618",-0.8375
"2619",-0.835
"2620",-0.75
"2621",-0.55
"2622",-0.8625
"2623",-0.6
"2624",-0.9625
"2625",-1.1
"2626",-1.0875
"2627",-1.05
"2628",-1.1375
"2629",-1.15
"2630",-0.91
"2631",-0.825
"2632",-0.625
"2633",-0.9375
"2634",-0.675
"2635",-1.0375
"2636",-1.175
"2637",-1.1625
"2638",-1.125
"2639",-1.2125
"2640",-1.225
"2641",-0.82
"2642",-0.62
"2643",-0.9325
"2644",-0.67
"2645",-1.0325
"2646",-1.17
"2647",-1.1575
"2648",-1.12
"2649",-1.2075
"2650",-1.22
"2651",-0.45
"2652",-0.7625
"2653",-0.5
"2654",-0.8625
"2655",-1
"2656",-0.9875
"2657",-0.95
"2658",-1.0375
"2659",-1.05
"2660",-0.3625
"2661",-0.1
"2662",-0.4625
"2663",-0.6
"2664",-0.5875
"2665",-0.55
"2666",-0.6375
"2667",-0.65
"2668",-0.725
"2669",-1.0875
"2670",-1.225
"2671",-1.2125
"2672",-1.175
"2673",-1.2625
"2674",-1.275
"2675",-0.5625
"2676",-0.7
"2677",-0.6875
"2678",-0.65
"2679",-0.7375
"2680",-0.75
"2681",-1.425
"2682",-1.4125
"2683",-1.375
"2684",-1.4625
"2685",-1.475
"2686",-1.6875
"2687",-1.65
"2688",-1.7375
"2689",-1.75
"2690",-1.625
"2691",-1.7125
"2692",-1.725
"2693",-1.6375
"2694",-1.65
"2695",-1.825
"2696",-0.497472222222222
"2697",-0.503821428571429
"2698",-0.67525
"2699",-0.747472222222222
"2700",-0.37525
"2701",-0.847472222222222
"2702",-0.739535714285715
"2703",-0.63525
"2704",-0.52525
"2705",-0.99525
"2706",-0.903821428571429
"2707",-0.72525
"2708",-0.97525
"2709",-1.17525
"2710",-1.17525
"2711",-1.27525
"2712",-0.111507936507937
"2713",-0.197222222222222
"2714",-0.233333333333333
"2715",-0.0472222222222223
"2716",-0.283333333333333
"2717",-0.229365079365079
"2718",-0.177222222222222
"2719",-0.122222222222222
"2720",-0.357222222222222
"2721",-0.311507936507937
"2722",-0.222222222222222
"2723",-0.347222222222222
"2724",-0.447222222222222
"2725",-0.447222222222222
"2726",-0.497222222222222
"2727",-0.203571428571429
"2728",-0.23968253968254
"2729",-0.0535714285714286
"2730",-0.28968253968254
"2731",-0.235714285714286
"2732",-0.183571428571428
"2733",-0.128571428571429
"2734",-0.363571428571429
"2735",-0.317857142857143
"2736",-0.228571428571429
"2737",-0.353571428571429
"2738",-0.453571428571429
"2739",-0.453571428571429
"2740",-0.503571428571429
"2741",-0.411111111111111
"2742",-0.225
"2743",-0.461111111111111
"2744",-0.407142857142857
"2745",-0.355
"2746",-0.3
"2747",-0.535
"2748",-0.489285714285714
"2749",-0.4
"2750",-0.525
"2751",-0.625
"2752",-0.625
"2753",-0.675
"2754",-0.297222222222222
"2755",-0.533333333333334
"2756",-0.47936507936508
"2757",-0.427222222222222
"2758",-0.372222222222222
"2759",-0.607222222222222
"2760",-0.561507936507937
"2761",-0.472222222222222
"2762",-0.597222222222222
"2763",-0.697222222222222
"2764",-0.697222222222222
"2765",-0.747222222222222
"2766",-0.161111111111111
"2767",-0.107142857142857
"2768",-0.0549999999999999
"2769",0
"2770",-0.235
"2771",-0.189285714285714
"2772",-0.1
"2773",-0.225
"2774",-0.325
"2775",-0.325
"2776",-0.375
"2777",-0.57936507936508
"2778",-0.527222222222222
"2779",-0.472222222222222
"2780",-0.707222222222222
"2781",-0.661507936507937
"2782",-0.572222222222222
"2783",-0.697222222222222
"2784",-0.797222222222222
"2785",-0.797222222222222
"2786",-0.847222222222222
"2787",-0.419285714285714
"2788",-0.364285714285715
"2789",-0.599285714285715
"2790",-0.553571428571429
"2791",-0.464285714285715
"2792",-0.589285714285715
"2793",-0.689285714285715
"2794",-0.689285714285715
"2795",-0.739285714285715
"2796",-0.26
"2797",-0.495
"2798",-0.449285714285714
"2799",-0.36
"2800",-0.485
"2801",-0.585
"2802",-0.585
"2803",-0.635
"2804",-0.385
"2805",-0.339285714285714
"2806",-0.25
"2807",-0.375
"2808",-0.475
"2809",-0.475
"2810",-0.525
"2811",-0.809285714285714
"2812",-0.72
"2813",-0.845
"2814",-0.945
"2815",-0.945
"2816",-0.995
"2817",-0.628571428571429
"2818",-0.753571428571429
"2819",-0.853571428571429
"2820",-0.853571428571429
"2821",-0.903571428571429
"2822",-0.575
"2823",-0.675
"2824",-0.675
"2825",-0.725
"2826",-0.925
"2827",-0.925
"2828",-0.975
"2829",-1.125
"2830",-1.175
"2831",-1.175
"2832",-1.04525
"2833",-1.13080555555556
"2834",-0.989535714285715
"2835",-1.22525
"2836",-1.09191666666667
"2837",-1.24667857142857
"2838",-1.19525
"2839",-0.908583333333334
"2840",-0.52525
"2841",-0.62525
"2842",-1.42525
"2843",-1.24191666666667
"2844",-1.07525
"2845",-0.77525
"2846",-1.22525
"2847",-1.52525
"2848",-1.62525
"2849",-1.67525
"2850",-0.772777777777778
"2851",-0.702142857142857
"2852",-0.82
"2853",-0.753333333333334
"2854",-0.830714285714286
"2855",-0.805
"2856",-0.661666666666667
"2857",-0.47
"2858",-0.52
"2859",-0.92
"2860",-0.828333333333334
"2861",-0.745
"2862",-0.595
"2863",-0.82
"2864",-0.97
"2865",-1.02
"2866",-1.045
"2867",-0.787698412698413
"2868",-0.905555555555556
"2869",-0.838888888888889
"2870",-0.916269841269842
"2871",-0.890555555555556
"2872",-0.747222222222222
"2873",-0.555555555555556
"2874",-0.605555555555556
"2875",-1.00555555555556
"2876",-0.913888888888889
"2877",-0.830555555555556
"2878",-0.680555555555556
"2879",-0.905555555555556
"2880",-1.05555555555556
"2881",-1.10555555555556
"2882",-1.13055555555556
"2883",-0.764285714285715
"2884",-0.697619047619048
"2885",-0.775
"2886",-0.749285714285715
"2887",-0.605952380952381
"2888",-0.414285714285715
"2889",-0.464285714285714
"2890",-0.864285714285715
"2891",-0.772619047619048
"2892",-0.689285714285715
"2893",-0.539285714285715
"2894",-0.764285714285715
"2895",-0.914285714285715
"2896",-0.964285714285715
"2897",-0.989285714285715
"2898",-0.933333333333334
"2899",-1.01071428571429
"2900",-0.985
"2901",-0.841666666666667
"2902",-0.65
"2903",-0.7
"2904",-1.1
"2905",-1.00833333333333
"2906",-0.925
"2907",-0.775
"2908",-1
"2909",-1.15
"2910",-1.2
"2911",-1.225
"2912",-0.877380952380953
"2913",-0.851666666666667
"2914",-0.708333333333334
"2915",-0.516666666666667
"2916",-0.566666666666667
"2917",-0.966666666666667
"2918",-0.875
"2919",-0.791666666666667
"2920",-0.641666666666667
"2921",-0.866666666666667
"2922",-1.01666666666667
"2923",-1.06666666666667
"2924",-1.09166666666667
"2925",-1.00642857142857
"2926",-0.863095238095238
"2927",-0.671428571428572
"2928",-0.721428571428572
"2929",-1.12142857142857
"2930",-1.02976190476191
"2931",-0.946428571428572
"2932",-0.796428571428572
"2933",-1.02142857142857
"2934",-1.17142857142857
"2935",-1.22142857142857
"2936",-1.24642857142857
"2937",-0.811666666666667
"2938",-0.62
"2939",-0.67
"2940",-1.07
"2941",-0.978333333333334
"2942",-0.895
"2943",-0.745
"2944",-0.97
"2945",-1.12
"2946",-1.17
"2947",-1.195
"2948",-0.333333333333333
"2949",-0.383333333333333
"2950",-0.783333333333334
"2951",-0.691666666666667
"2952",-0.608333333333333
"2953",-0.458333333333333
"2954",-0.683333333333334
"2955",-0.833333333333333
"2956",-0.883333333333334
"2957",-0.908333333333334
"2958",0
"2959",-0.4
"2960",-0.308333333333334
"2961",-0.225
"2962",-0.0750000000000002
"2963",-0.3
"2964",-0.45
"2965",-0.5
"2966",-0.525
"2967",-0.5
"2968",-0.408333333333333
"2969",-0.325
"2970",-0.175
"2971",-0.4
"2972",-0.55
"2973",-0.6
"2974",-0.625
"2975",-1.20833333333333
"2976",-1.125
"2977",-0.975
"2978",-1.2
"2979",-1.35
"2980",-1.4
"2981",-1.425
"2982",-0.941666666666667
"2983",-0.791666666666667
"2984",-1.01666666666667
"2985",-1.16666666666667
"2986",-1.21666666666667
"2987",-1.24166666666667
"2988",-0.625
"2989",-0.85
"2990",-1
"2991",-1.05
"2992",-1.075
"2993",-0.55
"2994",-0.7
"2995",-0.75
"2996",-0.775
"2997",-1.15
"2998",-1.2
"2999",-1.225
"3000",-1.5
"3001",-1.525
"3002",-1.625
"3003",-0.555805555555556
"3004",-0.569694444444445
"3005",-0.840805555555556
"3006",-0.937948412698413
"3007",-1.05580555555556
"3008",-0.780805555555556
"3009",-0.920805555555556
"3010",-0.805805555555556
"3011",-1.50080555555556
"3012",-0.805805555555556
"3013",-1.45223412698413
"3014",-1.18080555555556
"3015",-0.780805555555556
"3016",-1.38080555555556
"3017",-1.51413888888889
"3018",-1.50580555555556
"3019",-1.68080555555556
"3020",0
"3021",-0.135555555555556
"3022",-0.184126984126984
"3023",-0.243055555555556
"3024",-0.105555555555556
"3025",-0.175555555555556
"3026",-0.118055555555556
"3027",-0.465555555555556
"3028",-0.118055555555556
"3029",-0.441269841269841
"3030",-0.305555555555556
"3031",-0.105555555555556
"3032",-0.405555555555556
"3033",-0.472222222222222
"3034",-0.468055555555556
"3035",-0.555555555555556
"3036",-0.149444444444445
"3037",-0.198015873015873
"3038",-0.256944444444445
"3039",-0.119444444444445
"3040",-0.189444444444445
"3041",-0.131944444444445
"3042",-0.479444444444445
"3043",-0.131944444444445
"3044",-0.455158730158731
"3045",-0.319444444444445
"3046",-0.119444444444445
"3047",-0.419444444444445
"3048",-0.486111111111111
"3049",-0.481944444444445
"3050",-0.569444444444445
"3051",-0.469126984126984
"3052",-0.528055555555556
"3053",-0.390555555555556
"3054",-0.460555555555556
"3055",-0.403055555555556
"3056",-0.750555555555556
"3057",-0.403055555555556
"3058",-0.726269841269841
"3059",-0.590555555555556
"3060",-0.390555555555556
"3061",-0.690555555555556
"3062",-0.757222222222222
"3063",-0.753055555555556
"3064",-0.840555555555556
"3065",-0.625198412698413
"3066",-0.487698412698413
"3067",-0.557698412698413
"3068",-0.500198412698413
"3069",-0.847698412698413
"3070",-0.500198412698413
"3071",-0.823412698412699
"3072",-0.687698412698413
"3073",-0.487698412698413
"3074",-0.787698412698413
"3075",-0.85436507936508
"3076",-0.850198412698413
"3077",-0.937698412698413
"3078",-0.605555555555556
"3079",-0.675555555555556
"3080",-0.618055555555556
"3081",-0.965555555555556
"3082",-0.618055555555556
"3083",-0.941269841269841
"3084",-0.805555555555556
"3085",-0.605555555555556
"3086",-0.905555555555556
"3087",-0.972222222222222
"3088",-0.968055555555556
"3089",-1.05555555555556
"3090",-0.400555555555556
"3091",-0.343055555555556
"3092",-0.690555555555556
"3093",-0.343055555555556
"3094",-0.666269841269842
"3095",-0.530555555555556
"3096",-0.330555555555556
"3097",-0.630555555555556
"3098",-0.697222222222222
"3099",-0.693055555555556
"3100",-0.780555555555556
"3101",-0.483055555555556
"3102",-0.830555555555556
"3103",-0.483055555555556
"3104",-0.806269841269842
"3105",-0.670555555555556
"3106",-0.470555555555556
"3107",-0.770555555555556
"3108",-0.837222222222223
"3109",-0.833055555555556
"3110",-0.920555555555556
"3111",-0.715555555555556
"3112",-0.368055555555556
"3113",-0.691269841269841
"3114",-0.555555555555556
"3115",-0.355555555555556
"3116",-0.655555555555556
"3117",-0.722222222222222
"3118",-0.718055555555556
"3119",-0.805555555555556
"3120",-1.06305555555556
"3121",-1.38626984126984
"3122",-1.25055555555556
"3123",-1.05055555555556
"3124",-1.35055555555556
"3125",-1.41722222222222
"3126",-1.41305555555556
"3127",-1.50055555555556
"3128",-0.691269841269841
"3129",-0.555555555555556
"3130",-0.355555555555556
"3131",-0.655555555555556
"3132",-0.722222222222222
"3133",-0.718055555555556
"3134",-0.805555555555556
"3135",-1.20198412698413
"3136",-1.00198412698413
"3137",-1.30198412698413
"3138",-1.36865079365079
"3139",-1.36448412698413
"3140",-1.45198412698413
"3141",-0.730555555555556
"3142",-1.03055555555556
"3143",-1.09722222222222
"3144",-1.09305555555556
"3145",-1.18055555555556
"3146",-0.630555555555556
"3147",-0.697222222222222
"3148",-0.693055555555556
"3149",-0.780555555555556
"3150",-1.29722222222222
"3151",-1.29305555555556
"3152",-1.38055555555556
"3153",-1.42638888888889
"3154",-1.51388888888889
"3155",-1.50555555555556
